program              partysize  latencies(ms)  bandwidths(Mbs)  input_size  packetdrops(%)  runtime_internal(s)  Bytes Send  runtime_external(s)  peakRAM(MiB)  System Time(s)
Benchmarks/Division  3          0              25000            1000        0               0:00:47.653          7300023     47.87                1395          4.95
Benchmarks/Division  3          0              25000            1000        0               0:00:46.845          7300023     47.15                1314          4.91
Benchmarks/Division  3          0              25000            1000        0               0:00:47.094          7300023     47.40                1325          4.77
Benchmarks/Division  3          0              25000            1000        0               0:00:55.341          7300023     55.63                1388          4.96
Benchmarks/Division  3          0              25000            1000        0               0:00:53.793          7300023     54.10                1380          5.02
Benchmarks/Division  3          0              25000            1000        0               0:00:51.714          7300023     52.00                1363          4.80
Benchmarks/Division  3          0              25000            1000        0               0:00:50.982          7300023     51.26                1415          5.01
Benchmarks/Division  3          0              25000            1000        0               0:00:47.076          7300023     47.28                1404          5.15
Benchmarks/Division  3          0              25000            1000        0               0:00:49.497          7300023     49.69                1311          4.85
Benchmarks/Division  3          0              25000            1000        0               0:00:48.709          7300023     49.01                1369          4.96
Benchmarks/Division  3          25             25000            1000        0               0:00:51.994          7300023     52.32                1270          4.70
Benchmarks/Division  3          25             25000            1000        0               0:00:47.366          7300023     47.81                1238          4.77
Benchmarks/Division  3          25             25000            1000        0               0:00:52.742          7300023     53.09                1245          4.78
Benchmarks/Division  3          25             25000            1000        0               0:00:50.582          7300023     50.88                1274          4.86
Benchmarks/Division  3          25             25000            1000        0               0:00:50.897          7300023     51.22                1265          4.77
Benchmarks/Division  3          25             25000            1000        0               0:00:56.126          7300023     56.60                1260          4.71
Benchmarks/Division  3          25             25000            1000        0               0:00:52.611          7300023     52.94                1259          4.86
Benchmarks/Division  3          25             25000            1000        0               0:00:46.799          7300023     47.24                1267          4.84
Benchmarks/Division  3          25             25000            1000        0               0:00:50.591          7300023     50.91                1504          4.95
Benchmarks/Division  3          25             25000            1000        0               0:00:47.287          7300023     47.62                1378          4.85
Benchmarks/Division  3          25             25000            1000        0               0:00:51.991          7300023     52.31                1306          4.74
Benchmarks/Division  3          50             25000            1000        0               0:00:49.740          7300023     50.21                1262          4.88
Benchmarks/Division  3          50             25000            1000        0               0:00:52.559          7300023     53.05                1269          4.87
Benchmarks/Division  3          50             25000            1000        0               0:00:50.133          7300023     50.61                1266          4.86
Benchmarks/Division  3          50             25000            1000        0               0:00:47.178          7300023     47.64                1272          4.75
Benchmarks/Division  3          50             25000            1000        0               0:00:48.586          7300023     49.06                1256          4.83
Benchmarks/Division  3          50             25000            1000        0               0:00:48.179          7300023     48.62                1237          4.75
Benchmarks/Division  3          50             25000            1000        0               0:00:49.760          7300023     50.25                1240          4.63
Benchmarks/Division  3          50             25000            1000        0               0:00:48.672          7300023     49.12                1279          4.76
Benchmarks/Division  3          50             25000            1000        0               0:00:47.797          7300023     48.27                1258          4.88
Benchmarks/Division  3          50             25000            1000        0               0:00:47.315          7300023     47.80                1261          4.72
Benchmarks/Division  3          75             25000            1000        0               0:00:48.044          7300023     48.66                1279          4.78
Benchmarks/Division  3          75             25000            1000        0               0:00:51.060          7300023     51.67                1182          4.92
Benchmarks/Division  3          75             25000            1000        0               0:00:50.936          7300023     51.56                1256          4.71
Benchmarks/Division  3          75             25000            1000        0               0:00:47.378          7300023     48.01                1278          4.80
Benchmarks/Division  3          75             25000            1000        0               0:00:53.056          7300023     53.68                1260          4.78
Benchmarks/Division  3          75             25000            1000        0               0:00:50.788          7300023     51.41                1474          4.87
Benchmarks/Division  3          75             25000            1000        0               0:00:52.442          7300023     53.06                1275          4.92
Benchmarks/Division  3          75             25000            1000        0               0:00:47.547          7300023     48.14                1305          4.82
Benchmarks/Division  3          75             25000            1000        0               0:00:48.509          7300023     49.12                1247          4.63
Benchmarks/Division  3          75             25000            1000        0               0:00:53.201          7300023     53.81                1309          4.72
