program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
psi;boolean_gmw;3;0;25000;100;0;5658.788;6.27;1219;568;10.705;13.879;44796;44796;54.363;86.735;18.120;18.120;104.623;104.623;0.000;Setup;Extension;382.213;21.577;5240.780
psi;boolean_gmw;3;0;25000;100;0;6764.653;10.37;1222;374;10.705;13.879;44796;44796;33.672;96.823;16.577;16.577;99.982;99.982;0.000;Setup;Extension;360.359;20.655;6370.909
psi;boolean_gmw;3;0;25000;100;0;5603.814;6.22;1210;514;10.705;13.879;44796;44796;56.070;84.335;19.529;19.529;86.770;86.770;0.000;Setup;Extension;371.878;21.124;5199.719
psi;boolean_gmw;3;0;25000;100;0;3757.993;7.42;1215;380;10.705;13.879;44796;44796;40.628;88.309;17.641;17.641;100.193;100.193;0.000;Setup;Extension;369.457;20.833;3356.725
psi;boolean_gmw;3;0;25000;100;0;6214.915;9.81;1215;352;10.705;13.879;44796;44796;40.038;120.414;17.371;17.371;139.525;139.525;0.000;Setup;Extension;411.411;21.747;5770.810
psi;boolean_gmw;3;0;25000;100;0;6139.137;9.80;1218;390;10.705;13.879;44796;44796;32.675;110.003;14.952;14.952;122.378;122.378;0.000;Setup;Extension;370.714;13.284;5745.501
psi;boolean_gmw;3;0;25000;100;0;4197.999;4.85;1220;678;10.705;13.879;44796;44796;40.207;131.273;16.741;16.741;137.238;137.238;0.000;Setup;Extension;414.695;20.733;3750.134
psi;boolean_gmw;3;0;25000;100;0;4928.249;5.54;1216;543;10.705;13.879;44796;44796;55.715;82.696;18.970;18.970;90.970;90.970;0.000;Setup;Extension;356.704;20.946;4540.252
psi;boolean_gmw;3;0;25000;100;0;4275.703;7.93;1216;423;10.705;13.879;44796;44796;53.340;85.286;18.392;18.392;107.702;107.702;0.000;Setup;Extension;381.621;18.852;3862.074
psi;boolean_gmw;3;0;25000;100;0;5190.319;8.80;1219;387;10.705;13.879;44796;44796;57.797;78.174;19.201;19.201;86.856;86.856;0.000;Setup;Extension;363.932;21.186;4790.273
psi;boolean_gmw;3;0;10000;100;0;5352.813;8.99;1216;401;10.705;13.879;44796;44796;57.533;99.244;18.147;18.147;118.128;118.128;0.000;Setup;Extension;375.430;21.927;4945.453
psi;boolean_gmw;3;0;10000;100;0;4823.146;8.44;1213;360;10.705;13.879;44796;44796;37.785;94.007;16.089;16.089;105.352;105.352;0.000;Setup;Extension;362.681;21.662;4425.262
psi;boolean_gmw;3;0;10000;100;0;4164.975;7.82;1215;380;10.705;13.879;44796;44796;55.007;84.999;18.672;18.672;104.842;104.842;0.000;Setup;Extension;383.220;13.096;3753.794
psi;boolean_gmw;3;0;10000;100;0;5844.963;9.50;1208;366;10.705;13.879;44796;44796;58.074;85.207;18.423;18.423;102.496;102.496;0.000;Setup;Extension;367.088;21.650;5444.698
