program;protocol;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(ms);runtime_external(s);peakRAM(MiB);jobCPU(%);ALLdataSent(MB);AllDataRec(MB);ALLmessagesSent;AllMessagesRec;multTripPresetup;multTripSetup;sharedPowerPresetup;sharedPowerSetup;sharedBitPresetup;sharedBitSetup;baseOT;otExtension;kk13OtExtension;preprocessingTime;gatesSetup;gatesOnline
psi;boolean_gmw;3;0;25000;100;0;5602.041;9.22;1216;409;10.705;13.879;44796;44796;56.164;96.479;18.100;18.100;111.692;111.692;0.000;Setup;Extension;377.975;21.473;5188.240
psi;boolean_gmw;3;0;25000;100;0;4603.137;8.22;1213;324;10.705;13.879;44796;44796;54.974;116.863;17.817;17.817;125.938;125.938;0.000;Setup;Extension;377.450;21.075;4191.408
psi;boolean_gmw;3;0;25000;100;0;6679.338;7.29;1219;518;10.705;13.879;44796;44796;55.784;79.405;17.542;17.542;87.788;87.788;0.000;Setup;Extension;364.064;21.363;6281.723
psi;boolean_gmw;3;0;25000;100;0;4062.674;7.71;1210;357;10.705;13.879;44796;44796;41.778;77.289;16.602;16.602;94.213;94.213;0.000;Setup;Extension;366.753;20.935;3663.845
psi;boolean_gmw;3;0;25000;100;0;6969.871;10.58;1216;273;10.705;13.879;44796;44796;55.022;74.931;19.988;19.988;93.885;93.885;0.000;Setup;Extension;354.387;21.701;6581.727
psi;boolean_gmw;3;0;25000;100;0;4673.031;8.30;1213;381;10.705;13.879;44796;44796;54.735;66.757;18.395;18.395;77.922;77.922;0.000;Setup;Extension;370.145;21.371;4266.565
psi;boolean_gmw;3;0;25000;100;0;4920.884;8.54;1219;368;10.705;13.879;44796;44796;51.902;92.579;17.958;17.958;98.941;98.941;0.000;Setup;Extension;370.504;21.367;4518.076
psi;boolean_gmw;3;0;25000;100;0;4666.608;8.28;1210;348;10.705;13.879;44796;44796;32.260;104.274;16.327;16.327;113.690;113.690;0.000;Setup;Extension;371.466;21.594;4262.364
psi;boolean_gmw;3;0;25000;100;0;4721.120;8.32;1210;361;10.705;13.879;44796;44796;52.864;86.246;17.538;17.538;92.204;92.204;0.000;Setup;Extension;363.978;18.710;4329.390
psi;boolean_gmw;3;0;25000;100;0;5360.715;8.99;1219;357;10.705;13.879;44796;44796;53.748;78.185;18.642;18.642;94.615;94.615;0.000;Setup;Extension;369.179;21.585;4958.611
psi;boolean_gmw;3;0;25000;100;1;5551.622;9.39;1215;324;10.705;13.879;44796;44796;56.927;105.653;16.763;16.763;128.189;128.189;0.000;Setup;Extension;575.916;16.877;4946.782
psi;boolean_gmw;3;0;25000;100;1;5636.063;9.24;1224;326;10.705;13.879;44796;44796;35.757;122.322;17.188;17.188;182.233;182.233;0.000;Setup;Extension;609.888;21.395;4991.825
psi;boolean_gmw;3;0;25000;100;1;5927.947;6.56;1223;433;10.705;13.879;44796;44796;53.387;116.153;18.035;18.035;136.121;136.121;0.000;Setup;Extension;603.029;20.210;5292.078
psi;boolean_gmw;3;0;25000;100;1;7268.116;8.88;1212;359;10.705;13.879;44796;44796;55.157;109.226;18.236;18.236;122.551;122.551;0.000;Setup;Extension;576.567;21.703;6655.689
psi;boolean_gmw;3;0;25000;100;1;7938.431;11.54;1211;309;10.705;13.879;44796;44796;54.722;86.910;18.042;18.042;98.681;98.681;0.000;Setup;Extension;740.674;20.674;7166.154
psi;boolean_gmw;3;0;25000;100;1;8092.276;11.70;1217;250;10.705;13.879;44796;44796;56.477;95.031;17.041;17.041;114.163;114.163;0.000;Setup;Extension;597.817;21.129;7461.347
psi;boolean_gmw;3;0;25000;100;1;6250.909;9.86;1220;316;10.705;13.879;44796;44796;55.488;86.721;17.950;17.950;105.339;105.339;0.000;Setup;Extension;595.423;21.664;5619.140
psi;boolean_gmw;3;0;25000;100;1;5885.718;9.49;1218;417;10.705;13.879;44796;44796;46.090;80.231;16.951;16.951;89.525;89.525;0.000;Setup;Extension;794.605;20.476;5057.813
psi;boolean_gmw;3;0;25000;100;1;6683.799;8.32;1216;377;10.705;13.879;44796;44796;57.276;117.018;20.559;20.559;140.250;140.250;0.000;Setup;Extension;593.982;21.783;6054.392
psi;boolean_gmw;3;0;25000;100;1;6510.480;10.33;1221;303;10.705;13.879;44796;44796;39.434;120.228;16.763;16.763;130.278;130.278;0.000;Setup;Extension;582.784;19.479;5898.889
psi;boolean_gmw;3;0;25000;100;2;7079.235;11.05;1215;290;10.705;13.879;44796;44796;50.491;137.390;17.494;17.494;147.894;147.894;0.000;Setup;Extension;587.852;19.970;6457.487
psi;boolean_gmw;3;0;25000;100;2;7411.931;11.02;1209;263;10.705;13.879;44796;44796;48.621;126.094;18.328;18.328;205.459;205.459;0.000;Setup;Extension;858.607;21.229;6524.200
psi;boolean_gmw;3;0;25000;100;2;11185.187;14.81;1220;240;10.705;13.879;44796;44796;54.020;202.680;18.956;18.956;354.180;354.180;0.000;Setup;Extension;1014.289;21.601;10135.928
psi;boolean_gmw;3;0;25000;100;2;5982.967;6.60;1220;457;10.705;13.879;44796;44796;58.649;38.637;19.065;19.065;75.497;75.497;0.000;Setup;Extension;732.986;20.606;5216.788
psi;boolean_gmw;3;0;25000;100;2;6639.284;10.29;1218;321;10.705;13.879;44796;44796;37.336;90.272;17.038;17.038;108.837;108.837;0.000;Setup;Extension;588.841;21.271;6018.577
psi;boolean_gmw;3;0;25000;100;2;8206.845;12.03;1220;284;10.705;13.879;44796;44796;56.112;97.910;20.543;20.543;121.545;121.545;0.000;Setup;Extension;567.012;21.766;7606.040
psi;boolean_gmw;3;0;25000;100;2;8080.594;11.91;1207;307;10.705;13.879;44796;44796;56.859;118.976;19.065;19.065;138.841;138.841;0.000;Setup;Extension;585.484;16.334;7469.354
psi;boolean_gmw;3;0;25000;100;2;6730.389;10.34;1215;262;10.705;13.879;44796;44796;54.314;104.691;18.835;18.835;122.044;122.044;0.000;Setup;Extension;577.141;21.612;6119.050
psi;boolean_gmw;3;0;25000;100;2;10290.143;13.94;1218;193;10.705;13.879;44796;44796;43.196;88.093;17.620;17.620;101.720;101.720;0.000;Setup;Extension;752.188;21.347;9504.720
psi;boolean_gmw;3;0;25000;100;2;7392.389;11.00;1211;272;10.705;13.879;44796;44796;55.847;164.355;18.194;18.194;231.821;231.821;0.000;Setup;Extension;687.182;16.913;6677.576
psi;boolean_gmw;3;0;25000;100;5;14381.289;16.06;1218;232;10.705;13.879;44796;44796;56.491;704.227;20.373;20.373;711.246;711.246;0.000;Setup;Extension;3824.388;13.061;10531.586
psi;boolean_gmw;3;0;25000;100;5;12937.269;16.79;1217;214;10.705;13.879;44796;44796;56.802;39.553;18.310;18.310;135.717;135.717;0.000;Setup;Extension;1160.667;16.966;11745.837
psi;boolean_gmw;3;0;25000;100;5;11685.355;15.29;1222;199;10.705;13.879;44796;44796;49.818;2421.593;18.257;18.257;2448.328;2448.328;0.000;Setup;Extension;3367.023;19.802;8285.619
psi;boolean_gmw;3;0;25000;100;5;9478.957;10.53;1218;290;10.705;13.879;44796;44796;57.501;172.368;20.028;20.028;227.137;227.137;0.000;Setup;Extension;706.633;21.491;8735.988
psi;boolean_gmw;3;0;25000;100;5;14312.447;17.94;1220;162;10.705;13.879;44796;44796;56.557;405.523;18.643;18.643;434.058;434.058;0.000;Setup;Extension;889.224;21.787;13385.917
psi;boolean_gmw;3;0;25000;100;5;12496.979;16.18;1220;186;10.705;13.879;44796;44796;57.925;93.740;19.813;19.813;325.601;325.601;0.000;Setup;Extension;826.564;21.711;11636.947
